year,rating,id,title,imdb_id
2013,3,4440,The Crown and the Dragon,1913178
2013,3,5268,I Give it a Year,2244901
2013,3,4514,Summer League,2585078
2013,1,5670,Wrong Cops,2166616
2013,3,4166,The Hit Girl,2651924
2013,3,4272,Before Midnight,2209418
2013,0,6592,Maron,2520512
2013,1,4677,Captain Phillips,1535109
2013,3,4306,Mary and Martha,2284766
2014,1,5942,Foxcatcher,1100089
2014,3,5642,The Purge: Anarchy,2975578
2014,3,5308,Divergent,1840309
2014,3,5340,Rio 2,2357291
2014,3,6600,Miss Meadows,3128900
2014,3,5850,The Book of Life,2262227
2014,3,6266,My Old Lady,2908856
2014,3,6673,While We’re Young,1791682
2014,3,5510,Maleficent,1587310
2014,3,8327,Dolphin Tale 2,2978462
2014,1,5218,"I, Frankenstein",1418377
2014,3,6400,Angry Video Game Nerd: The Movie,2123146
2014,3,5650,Lucy,2872732
2014,3,7594,Out of the Dark,2872724
2014,1,8531,Viharsarok,2474310
2014,3,7692,Perfect Sisters,2027231
2014,1,6607,Comet,2965412
2014,3,6646,Ask Me Anything,2505294
2014,2,5517,A Million Ways to Die in the West,2557490
2014,0,5159,’71,2614684
2014,3,6341,Batman: Assault on Arkham,3139086
2014,3,5192,3 Days to Kill,2172934
2014,3,7499,Gotham,3749900
2014,3,5956,Barbie and the Secret Door,3921852
2014,3,6373,Learning to Drive,3062976
2014,3,5590,Obvious Child,2910274
2014,1,5624,Dawn of the Planet of the Apes,2103281
2014,3,6035,Good People,1361318
2014,1,5693,Need for Speed,2369135
2014,3,6103,Project Almanac,2436386
2014,3,5388,Hoje Eu Quero Voltar Sozinho,1702014
2014,3,6951,Electricity,2936470
2014,3,5791,Ein Geschenk der Gotter,3983072
2014,3,8605,Dolares de arena (Sand Dollars),3958098
2014,3,5132,The Lego Movie,1490017
2014,1,5897,John Wick,2911666
2014,3,5931,The Hunger Games: Mockingjay - Part 1,1951265
2014,3,9506,The Tempest,3840898
2014,3,6348,"Kumiko, the Treasure Hunter",3263614
2014,0,5559,The Rover,2345737
2014,3,5598,Transformers: Age of Extinction,2109248
2014,3,5997,Paddington,1109624
2014,3,5664,Blended,1086772
2014,3,5700,The Giver,0435651
2014,3,6551,Mercenaries,3598222
2014,3,5764,Maps to the Stars,2172584
2014,1,6178,God’s Pocket,2920808
2014,3,6958,Primero De Enero,3263732
2014,3,5831,Laggies,2034031
2014,2,5838,The Judge,1872194
2014,2,5466,Godzilla,0831387
2014,1,5499,X-Men: Days of Future Past,1877832
2014,0,8316,Dracula Untold,0829150
2014,2,7898,Search Party,2758904
2014,3,6117,A Most Violent Year,2937898
2014,3,6185,Before I Go to Sleep,1726592
2014,3,6220,The Scribbler,2396721
2014,3,7408,Jane the Virgin,3566726
2014,2,5214,The Pa Boys,3515892
2014,3,6011,The Babadook,2321549
2014,3,5680,Qu’est-ce qu&#39;on a fait au Bon Dieu?,2800240
2014,3,6091,Zombeavers,2784512
2014,3,6499,The Falling,3294200
2014,3,6159,Big Eyes,1126590
2014,3,5409,Barefoot,2355495
2014,3,6642,In the Courtyard,2593224
2014,1,9415,Taken 3,2446042
2014,2,8330,Heaven Is For Real,1929263
2014,1,5221,Mr. Peabody and Sherman,0864835
2014,2,5620,Calvary,2234003
2014,2,5721,Get On Up,2473602
2014,3,5753,God Help the Girl,2141751
2014,3,5416,Oculus,2388715
2014,1,5488,Praia do Futuro,2199543
2014,0,6344,The Houses October Built,1958043
2014,3,7885,Last Shift,2965466
2014,3,5959,Selma,1020072
2014,3,5594,Asian School Girls,3421270
2014,0,5993,Frozen in Time,4150316
2014,3,6813,River of Fundament,3529612
2014,2,5696,The Boxtrolls,0787474
2014,0,6513,Big Game,2088003
2014,0,6208,Near Death Experience,3800012
2014,3,5423,The Other Woman,2203939
2014,1,5826,The Inbetweeners 2,3097204
2014,3,5495,The Two Faces of January,1976000
2014,3,5135,Vampire Academy,1686821
2014,1,5900,Kraftidioten,2675914
2014,3,6724,"Like Sunday, Like Rain",3104818
2014,3,6000,Into the Woods,2180411
2014,2,5668,Alpha House,3307774
2014,1,6488,Cooties,2490326
2014,3,5801,Gone Girl,2267998
2014,3,8162,The Town That Dreaded Sundown,2561546
2014,2,6258,Gueros,3499048
2014,0,5144,The Monuments Men,2177771
2014,3,8689,Extirpador de Idolatrias,3010990
2014,1,7066,Sadilishteto,2199436
2014,3,5535,The Skeleton Twins,1571249
2014,1,6731,Court,3717068
2014,2,5941,The Imitation Game,2084970
2014,3,5608,Tammy,2103254
2014,1,7937,Sora no Otoshimono Final: Eternal My Master,3438514
2014,3,6007,Mommy,3612616
2014,1,6425,A Brilliant Young Mind,3149038
2014,2,6054,Ei Kiitos,2808680
2014,0,6459,"Ich seh, Ich seh",3086442
2014,3,5307,Our RoboCop Remake,3528906
2014,3,6528,Wyrmwood: Road of the Dead,2535470
2014,3,6188,"Love, Rosie",1638002
2014,1,5405,Transcendence,2209764
2014,3,8122,Conducta,3595966
2014,3,7007,Land Ho!,3283556
2014,2,6672,Hungry Hearts,3344922
2014,3,5217,Non-Stop,2024469
2014,1,5982,The Homesman,2398231
2014,3,5616,Begin Again,1980929
2014,2,5649,Jersey Boys,1742044
2014,3,6061,Treehouse,1791681
2014,3,5282,Veronica Mars,2771372
2014,1,5717,Sin City: A Dame to Kill For,0458481
2014,3,6128,Cake,3442006
2014,3,5346,A Long Way Down,0458413
2014,2,5749,Saint Seiya: Legend of Sanctuary,2231489
2014,1,5782,The Equalizer,0455944
2014,3,6196,Suite francaise,0900387
2014,1,6230,Cuban Fury,2390237
2014,2,6305,Love &amp; Mercy,0903657
2014,3,5516,"Something, Anything",2461126
2014,1,8333,Earth To Echo,2183034
2014,1,5922,Inherent Vice,1791528
2014,3,6034,They Came Together,2398249
2014,1,5256,300: Rise of an Empire,1253863
2014,3,5692,The Hundred-Foot Journey,2980648
2014,3,7633,Girltrash: All Night Long,1555440
2014,3,6885,Ju-on: Owari no hajimari,3572132
2014,3,6509,Tu Dors Nicole,3483194
2014,3,5724,The One I Love,2756032
2014,3,5353,Lies I Told My Little Sister,2287861
2014,3,5756,Pride,3169706
2014,1,5387,Million Dollar Arm,1647668
2014,3,5790,Avis de mistral,3013588
2014,0,5458,Nosferatu In Love,3457342
2014,0,7429,I Call It Love,4211680
2014,2,8340,About Last Night,1826590
2014,1,5597,What We Do in the Shadows,3416742
2014,3,6784,Cut Bank,1661820
2014,3,5263,Flowers in the Attic,3074694
2014,3,7575,La belle et la bete,2316801
2014,2,5663,22 Jump St,2294449
2014,3,6109,The Disappearance of Eleanor Rigby: Her,3720788
2014,3,6143,Magical Girl,3089326
2014,0,6957,Der kleine Drache Kokosnuss,3726220
2014,3,6989,Faults,3021360
2014,1,5837,"Rico, Oskar und die Tieferschatten",1679276
2014,3,5465,Walk of Shame,2463288
2014,3,5870,Happy Christmas,2955096
2014,3,5971,Wild,2305051
2014,3,6003,Annie,1823664
2014,2,6421,Step Up All In,2626350
2014,3,6050,Zero Motivation,3576084
2014,3,6491,East Side Sushi,2340650
2014,3,6524,Lust for Love,2106529
2014,1,5770,A Walk Among the Tombstones,0365907
2014,3,5804,Annabelle,3322940
2014,3,6219,Feher isten,2844798
2014,2,5068,The Legend of Hercules,1043726
2014,3,6996,Before We Go,0443465
2014,3,7036,5 Flights Up,2933544
2014,3,6668,Innocence,1724965
2014,3,5911,Birdman,2562232
2014,3,5978,Leviathan,2802154
2014,3,6023,A Noite da Virada,4299406
2014,3,6010,St. Vincent,2170593
2014,3,5679,Into the Storm,2106361
2014,2,5713,A Most Wanted Man,1972571
2014,1,6124,The Normal Heart,1684226
2014,3,5745,Atlas Shrugged: Who Is John Galt?,2800038
2014,1,6158,El Ni&ntilde;o,2093990
2014,3,6191,Seventh Son,1121096
2014,3,5408,La cr&egrave;me de la cr&egrave;me,2536428
2014,3,5811,Wish I Was Here,2870708
2014,1,6268,Ocho apellidos vascos,2955316
2014,3,5918,Dear White People,2235108
2014,3,8361,What We Did on Our Holiday,2725962
2014,3,6368,The Woman in Black 2: Angel of Death,2339741
2014,3,5220,Winter’s Tale,1837709
2014,2,6773,Golden Era,3696086
2014,3,5619,Wir sind die Neuen,3777462
2014,3,5687,Teenage Mutant Ninja Turtles,1291150
2014,1,5720,Frank,1605717
2014,3,5349,Camp Takota,3097084
2014,1,7314,The Gabby Douglas Story,3386954
2014,1,5818,Whiplash,2582802
2014,3,5447,Brick Mansions,1430612
2014,3,5487,Neighbors,2004420
2014,1,5892,Automata,1971325
2014,3,7849,The Lookalike,2497980
2014,1,7459,Fort Tilden,3457734
2014,2,5553,Ragamuffin,2412568
2014,3,5194,Barbie: The Pearl Princess,3504064
2014,0,8739,Highway,2980794
2014,3,6037,You’re Not You,1198156
2014,3,6139,Parallels,3479316
2014,1,6545,Rosewater,2752688
2014,3,8099,Jacky in the kingdom of women,2382422
2014,2,6207,Someone Marry Barry,1978532
2014,1,7777,Trash,1921149
2014,3,5899,Der Kleine Medicus - Geheimnisvolle Mission im Korper,3832158
2014,3,5633,Dead Girls,3560546
2014,3,6045,I Origins,2884206
2014,3,7578,Ventos de Agosto,3904770
2014,0,5702,Let’s Be Cops,1924435
2014,1,5734,The Drop,1600196
2014,2,6147,Une nouvelle amie,3184934
2014,1,5766,The Riot Club,2717860
2014,3,6180,Dyke Hard,3570168
2014,0,5397,Under the Skin,1441395
2014,1,5429,Amazing Spider-Man 2,1872181
2014,3,5468,Starving in Suburbia,3257692
2014,1,5874,The Salvation,2720680
2014,3,5175,Lizzie Borden Took An Ax,3118958
2014,3,5940,Phoenix,2764784
2014,3,7516,The Frame,2567038
2014,1,7133,Jongens,3318220
2014,2,6019,Exodus: Gods and Kings,1528100
2014,3,6053,"Two Days, One NIght",2737050
2014,1,5709,When the Game Stands Tall,2247476
2014,3,6527,The Taking of Deborah Logan,3387648
2014,3,8957,Sex Ed,2751310
2014,3,5807,Two Night Stand,2140619
2014,0,5848,Le Paradis,3971202
2014,3,6264,Boy Meets Girl,3007302
2014,3,5508,Boyhood,1065073
2014,2,6331,Escobar: Paradise Lost,2515030
2014,3,5947,Magic in the Moonlight,2870756
2014,3,5981,Ouija,1204977
2014,3,6026,Top Five,2784678
2014,0,6013,Unbroken,1809398
2014,3,5280,Queen,3322420
2014,2,7208,Son of Batman,3139072
2014,1,6501,Paper Planes,3328716
2014,3,5345,Cesar Chavez,1621046
2014,3,6534,Let Us Prey,3148348
2014,3,8561,Out in the Night,3717242
2014,2,6195,Love Is Strange,2639344
2014,3,6304,Omoide no Mani (When Marnie Was There),3398268
2014,3,5515,Grace of Monaco,2095649
2014,3,5157,Fields of the Dead,3186838
2014,3,8702,Into the Woods,002180411
2014,0,7880,Creep,2428170
2014,3,6440,Tinker Bell and the Legend of the NeverBeast,3120408
2014,3,6845,How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,3812402
2014,3,6476,Effie Gray,1605798
2014,1,5755,The Maze Runner,1790864
2014,3,5418,Mega Shark vs. Mecha Shark,3152098
2014,1,5450,Hard Corner: Le Film,3638604
2014,1,8236,Night at the Museum: Secret of the Tomb,2692250
2014,1,5862,Fury,2713180
2014,3,7428,Justice League: WAR,3060952
2014,2,5164,Robocop,1234721
2014,3,7537,Margarita with a Straw,2929690
2014,3,6413,She’s Funny That Way,1767372
2014,3,6040,Agatha Raisin: The Quiche of Death,4056574
2014,3,6108,Kingsman: The Secret Service,2802144
2014,3,5327,Alles Inklusive,3469518
2014,3,5730,Housebound,3504048
2014,1,8944,Happy Valley,3428912
2014,3,6583,Hits,3145220
2014,2,5836,Who Am I - Kein System ist sicher,3042408
2014,1,6252,The Last Five Years,2474024
2014,0,5104,Ride Along,1408253
2014,3,5902,Interstellar,0816692
2014,1,5529,Edge of Tomorrow,1631867
2014,3,5936,Turist,3630276
2014,2,5566,A coup sur,2545186
2014,3,5970,The Theory of Everything,2980516
2014,3,6385,Infinitely Polar Bear,1969062
2014,3,5671,Guardians of the Galaxy,2015381
2014,3,6490,Dohee-ya,3661798
2014,0,5705,The Expendables 3,2333784
2014,3,5737,Moms’ Night Out,3014666
2014,2,7713,Haider,3390572
2014,1,6765,Stretch,2494280
2014,2,5977,This Is Where I Leave You,1371150
2014,3,9162,Alex of Venice,2977090
2014,1,6009,Mr. Turner,2473794
2014,3,5643,Wicked Blood,2761578
2014,1,7974,Better Living Through Chemistry,1609479
2014,3,7203,Anatomy of a Love Seen,3546114
2014,3,6831,The Quiet Hour,2645188
2014,1,5678,Jimmy’s Hall,3110960
2014,3,6906,Still the Water,3230162
2014,3,5810,My Little Pony: Equestria Girls - Rainbow Rocks,3529198
2014,3,6225,Welcome to Me,2788716
2014,3,8328,Dumb and Dumber 2,2096672
2014,3,6740,Life Partners,2870808
2014,0,5950,Penguins of Madagascar,1911658
2014,2,5219,Paranormal Activity: The Marked Ones,2473682
2014,1,5618,How to Train Your Dragon 2,1646971
2014,3,6504,Unfriended,3713166
2014,3,5719,The Quiet Roar,2835536
2014,3,5348,Noah,1959490
2014,3,7280,Clown,1780798
2014,3,6198,Girlhood,3655522
2014,3,5817,Beyond the Lights,3125324
2014,1,5090,Jack Ryan: Shadow Recruit,1205537
2014,1,5486,Chef,2883512
2014,1,6307,Mike and I,3804984
2014,2,5924,Unutursam F&#305;s&#305;lda,4114744
2014,3,6747,Not Cool,3569356
2014,3,5957,About a Girl,3334794
2014,3,5625,Sabotage,1742334
2014,3,6036,A Girl Walks Home Alone at Night,2326554
2014,3,5726,Women Aren’t Funny,3992752
2014,3,6172,Predestination,2397535
2014,2,5421,Yves Saint Laurent,2707858
2014,3,5453,The Pirate Fairy,2483260
2014,3,6247,Pane e burlesque,3284618
2014,3,7776,Sharknado 2: The Second One,3062074
2014,1,7431,Nar dyrene drommer,2818178
2014,0,6690,Spring,3395184
2014,1,5965,En duva satt p&aring; en gren och funderade p&aring; tillvaron,1883180
2014,2,5599,Ek Villain,3175038
2014,3,6416,Outcast,1552224
2014,3,7226,Verden venter,4800178
2014,1,5701,Hector and the Search for Happiness,1626146
2014,3,6518,It Follows,3235888
2014,3,5733,As Above So Below,2870612
2014,1,6552,Dark Was the Night,2251281
2014,3,5765,Lugen,2618500
2014,3,6179,My Father Must Die,3368814
2014,2,5396,Joe,2382396
2014,3,5832,The Good Lie,2652092
2014,3,5839,"Alexander and the Terrible, Horrible, No Good Very Bad Day",1698641
2014,3,6256,Relatos salvajes,3011894
2014,1,7064,The Damned Thing,3748076
2014,3,5906,Big Hero 6,2245084
2014,1,5207,The Adventurer: The Curse of the Midas Box,1376213
2014,0,6423,Black Sea,2261331
2014,1,5674,Planes: Fire &amp; Rescue,2980706
2014,3,6864,Eat with Me,2274604
2014,1,6118,American Sniper,2179136
2014,3,5337,God’s Not Dead,2528814
2014,2,8119,The Last: Naruto the Movie,3717532
2014,0,5847,Mange tes morts,3720802
2014,2,6263,Thegidi,3565264
2014,3,5149,Dead Snow 2,2832470
2014,1,5540,The Bag Man,2212008
2014,3,6025,White Bird in a Blizzard,2238050
2014,3,7275,Respire,3365778
2014,1,8560,Der Kreis,3148952
2014,3,5780,The Disappearance of Eleanor Rigby: Them,3729920
2014,3,5813,No Good Deed,2011159
2014,2,5442,Draft Day,2223990
2014,1,7764,H.,3666210
2014,1,5482,Muppets Most Wanted,2281587
2014,3,5887,Nightcrawler,2872718
2014,1,8331,Horrible Bosses 2,2170439
2014,2,6743,Amour fou,3003800
2014,3,5953,The Single Moms Club,2465140
2014,2,6370,La isla minima,3253930
2014,3,6032,Appropriate Behavior,3077108
2014,3,6066,Still Alice,3316960
2014,2,5689,Life Of Riley,2751390
2014,3,5722,If I Stay,1355630
2014,3,5351,Captain America: The Winter Soldier,1843866
2014,3,7730,Da Sweet Blood of Jesus,3104930
2014,3,5449,Belle,2404181
2014,0,7086,Ardor,1384925
2014,3,5927,Clouds of Sils Maria,2452254
2014,3,5196,Pompeii,1921064
2014,1,5229,The Grand Budapest Hotel,2278388
2014,1,5994,The Hobbit: The Battle of the Five Armies,2310332
2014,2,5661,Hercules,1267297
2014,1,7254,Young Ones,2693664
2014,1,5729,The November Man,2402157
2014,3,5456,The Fault in Our Stars,2582846
2014,3,5835,Mostly Ghostly: Have You Met My Ghoulfriend?,3138192
2014,2,8650,Date and Switch,1878942
2014,1,5935,Citizenfour,4044364
2014,2,8377,Deliver Us From Evil,2377322
2014,3,5236,That Awkward Moment,1800246
2014,1,6001,The Interview,2788710
2014,3,6860,Every Secret Thing,1706598
2014,3,6182,Song of the Sea,1865505
2014,3,6994,Aloft,2494384
2015,0,6632,Point Break,2058673
2015,3,6259,L’antiquaire,4000768
2015,3,6665,This changes everything,1870548
2015,3,6292,Insidious: Chapter 3,3195644
2015,3,8352,Sharknado 3: Oh Hell No!,3899796
2015,3,6732,Little Big Master,4319698
2015,2,6359,Ant-Man,0478970
2015,3,6393,Trust Fund,3969208
2015,1,6426,Batman Unlimited: Animal Instincts,4437640
2015,3,7270,Tjuvheder,4153324
2015,3,6156,The Three Es,4247740
2015,0,7305,600 millas [600 Miles],3685622
2015,3,6563,Carol,2402927
2015,0,6969,The Man Who Knew Infinity,0787524
2015,1,6299,Run All Night,2199571
2015,1,6707,Spotlight,1895587
2015,2,6366,Southpaw,1798684
2015,3,6771,Office,4392726
2015,1,6435,Straight Outta Compton,1398426
2015,0,6470,Sicario,3397884
2015,3,6875,Harbinger Down,3397918
2015,1,6163,Tod den Hippies!! Es lebe der Punk!,3397082
2015,3,6197,Ghosthunters,3711622
2015,3,7015,The Visit,3567288
2015,3,6306,Jurassic World,0369610
2015,0,8334,Hitman: Agent 47,2679042
2015,3,9142,The Ethicist,12145728
2015,3,6407,The Man from U.N.C.L.E.,1638355
2015,3,9210,My Name Is Emily,3319018
2015,3,6478,The Green Inferno,2403021
2015,3,6887,Green Room,4062536
2015,1,6510,The Walk,3488710
2015,3,6614,The Lobster,3464902
2015,3,6281,San Andreas,2126355
2015,3,7089,The Colony,4005402
2015,2,7890,Synchronicity,2049543
2015,3,6449,Until Dawn,2742544
2015,2,6926,A Perfect Day,3577624
2015,2,6588,Creed,3076658
2015,3,6628,The Hateful Eight,3460252
2015,3,6255,Inside Out,2096673
2015,3,6660,Chi-Raq,4594834
2015,3,6288,Woman in Gold,2404425
2015,3,7063,Survivor,3247714
2015,3,6696,Anna Unbound,4069042
2015,3,6321,The Reason I Shop Online,4780834
2015,3,7862,Dofus - Livre 1: Julith,4731504
2015,3,6355,Mustang,3966404
2015,2,6388,Papertowns,3622592
2015,2,6422,Madame Bovary,2334733
2015,3,7197,A Royal Night Out,1837562
2015,0,7232,Miles Ahead,0790770
2015,3,6152,Cinderella,1661199
2015,3,7335,Unexpected,4145304
2015,3,6595,Love the Coopers,2279339
2015,3,6635,Joy,2446980
2015,0,6329,Shaun the Sheep Movie,2872750
2015,3,7482,Full Out,3977462
2015,3,6767,Meadowland,3529656
2015,3,6466,The Martian,3659388
2015,3,6125,The DUFF,1666801
2015,2,6532,Schneider vs. Bax,3430416
2015,3,6566,The Dressmaker,2910904
2015,3,6227,Septembers of Shiraz,3661298
2015,3,6269,The Age of Adaline,1655441
2015,2,6677,Anamolisa,2401878
2015,1,6336,The Four Warriors,4026600
2015,3,6369,Barely Lethal,1731701
2015,3,7916,Life,2948840
2015,3,6774,Throne,4010918
2015,1,7178,Never Let Go,3833474
2015,2,6438,Bloodsucking Bastards,3487994
2015,3,6065,The Wedding Ringer,0884732
2015,3,6506,Steve Jobs,2080374
2015,3,6132,Bad Hair Day,3856042
2015,3,8050,The Blackcoat&#39;s Daughter,3286052
2015,3,6610,Star Wars: The Force Awakens,2488496
2015,3,6649,Man Up,3064298
2015,3,6277,World of Tomorrow,4171032
2015,2,8675,A Walk in the Woods,1178665
2015,3,6685,Advantageous,3090670
2015,3,6717,Queen of Earth,3993894
2015,3,7502,Lavalantula,4060576
2015,3,6376,Next Stop L.A.,4895704
2015,3,6410,Ricki and the Flash,3623726
2015,2,8509,High Rise,0462335
2015,0,7253,brothers of the wind,3532278
2015,3,6242,Mad Max: Fury Road,1392190
2015,3,6284,Pitch Perfect 2,2848292
2015,0,6692,Uncanny,2321502
2015,1,6316,Maend &amp; hons,3877674
2015,3,6383,Grandma,4270516
2015,3,6418,Il racconto dei racconti,3278330
2015,3,6113,Fifty Shades of Grey,2322441
2015,3,6521,The Murder Pact,4298966
2015,3,6148,Home,2224026
2015,3,6961,Halal Love,5105218
2015,3,6291,Bessie,3704352
2015,3,7832,Girls Lost,4425152
2015,3,7441,Nil Battey Sannata,5005684
2015,1,6325,Get Hard,2561572
2015,3,7102,Into the Forest,2625810
2015,3,7902,Sleeping with Other People,3165612
2015,0,6392,Fantastic Four,1502712
2015,3,6866,Riaru onigokko,4439120
2015,3,6495,Vice,3480796
2015,3,9261,John From,3977428
2015,1,8922,Highway to Hellas,4766604
2015,0,8079,Maryland,4085084
2015,1,6223,True Story,2273657
2015,3,7378,The 33,2006295
2015,3,6265,Spy,3079380
2015,3,7041,Battle For Sevastopol,4084744
2015,3,6706,Miss You Already,2245003
2015,0,7873,You’re My Boss,4489160
2015,3,6365,Taxi,4359416
2015,3,6770,Marguerite,4428788
2015,3,6399,Teen Beach 2,3764966
2015,3,7558,Ava’s Possession,3727982
2015,3,6434,The little prince,1754656
2015,1,6469,Just Jim,3291148
2015,3,6094,The Summer of Sangaile,2994832
2015,1,6502,Bridge of Spies,3682448
2015,3,8703,The Great Gilly Hopkins,001226766
2015,0,6340,Terminator Genisys,1340138
2015,3,7881,Intruders,4009278
2015,1,7116,Hrutar,3296658
2015,3,6372,Magic Mike XXL,2268016
2015,3,6777,The VVitch: A New-England Folktale,4263482
2015,1,8569,Shisha no teikoku (Empire of Corpses),4235644
2015,3,6950,The Lady in the Van,3722070
2015,3,6982,Equals,3289728
2015,3,6613,Hidden,2131532
2015,3,6752,Min lilla syster,4093680
2015,3,7538,Parched,3043252
2015,3,7993,Emelie,4503598
2015,1,6855,Baahubali: The Beginning,2631186
2015,3,7672,The 3Tails Movie: A Mermaid Adventure,3391348
2015,3,6925,"Hello, My Name Is Doris",3766394
2015,1,7327,Roald Dahl’s Esio Trot,3205394
2015,3,6584,Room,3170832
2015,1,6254,Focus,2381941
2015,2,8259,Unfinished Business,2358925
2015,3,7029,Jem and the Holograms,3614530
2015,1,7062,Louder Than Bombs,2217859
2015,2,6354,Child 44,1014763
2015,3,6386,Descendants,3440298
2015,3,6823,The Case of Hana and Alice,4125300
2015,3,8000,Burn Burn Burn,3627488
2015,1,9257,Montanha,2662716
2015,3,6558,The Good Dinosaur,1979388
2015,3,6634,Dolly Parton’s Coat of Many Colors,4767274
2015,3,6261,Hedi Schneider steckt fest,3707396
2015,3,6294,Battledream Chronicle,4714032
2015,3,9486,Samurai Warrior Queens,4794188
2015,1,6328,The Gunman,2515034
2015,3,6361,The Second Best Exotic Marigold Hotel,2555736
2015,3,6939,The Wave (B&oslash;lgen),3616916
2015,3,6565,Trumbo,3203606
2015,3,6226,Suffragette,3077214
2015,3,7947,Other Halves,4308714
2015,1,6472,American Ultra,3316948
2015,1,6098,Mortdecai,3045616
2015,3,6166,The Lazarus Effect,2918436
2015,1,6572,Blackhat,2717822
2015,3,6609,Sisters,1850457
2015,1,6648,The Big Short,1596363
2015,2,6275,Drunk Wedding,1950135
2015,3,6684,The Last Witch Hunter,1618442
2015,1,6716,Temp&ecirc;te,3757648
2015,0,6343,Victoria,4226388
2015,2,6375,Irrational Man,3715320
2015,0,7922,Beasts of No Nation,1365050
2015,1,6409,The End of the Tour,3416744
2015,3,7219,Avril et le monde truque,3422078
2015,3,6851,Anguish,3620762
2015,2,6105,The SpongeBob Movie: Sponge Out of Water,2279373
2015,3,6889,Family Fang,2097331
2015,1,6985,Demolition,1172049
2015,3,6655,The Danish Girl,0810819
2015,2,6283,Almost Mercy,3480446
2015,3,7091,La belle saison,4080768
2015,3,6723,Slow Learners,2537390
2015,1,6350,Ted 2,2637276
2015,1,8375,Alvin and the Chipmunks: The Road Chip,2974918
2015,1,7541,London Spy,4108134
2015,3,6787,The Longest Ride,2726560
2015,3,6487,Hotel Transylvania 2,2510894
2015,1,6519,Spectre,2379713
2015,3,6928,Sunset Song,2262161
2015,1,8614,Atrapa la bandera [Capture the Flag],3896100
2015,3,6357,Trainwreck,3152624
2015,3,6390,Tangerine,3824458
2015,1,6424,Self/less,2140379
2015,1,9193,Circle,3118452
2015,3,6494,Crimson Peak,2554274
2015,2,8037,Hot Pursuit,2967224
2015,3,6187,La Passion d’Augustine,4392438
2015,3,6967,Maggie’s Plan,3471098
2015,2,6597,The Ridiculous 6,2479478
2015,3,6222,Do You Believe?,4056738
2015,1,6637,Macbeth,2884018
2015,1,9029,Woodlawn,4183692
2015,3,6671,Legend,3569230
2015,1,6297,Last Knights,2493486
2015,1,7484,"Milyy Khans, dorogoy Pyotr",3817188
2015,3,6737,The Diary of a Teenage Girl,3172532
2015,0,6364,Slow West,3205376
2015,3,6769,The Meddler,4501454
2015,3,6836,Eye in the Sky,2057392
2015,3,6093,Strange Magic,4191054
2015,3,6974,Our Little Sister,3756788
2015,3,6229,Bound,4145324
2015,1,8227,Scouts Guide to the Zombie Apocalypse,1727776
2015,3,6644,Captive,3268668
2015,3,6271,A Little Chaos,2639254
2015,3,6712,L’attesa,3715122
2015,2,7494,Already Tomorrow in Hong Kong,3700804
2015,3,6101,Jupiter Ascending,1617661
2015,2,6508,Goosebumps,1051904
2015,3,6949,Max,3369806
2015,3,6612,By the Sea,3707106
2015,3,6237,Far From the Madding Crowd,2935476
2015,3,8643,Absolutely Anything,1727770
2015,1,6651,Daddy’s Home,1528854
2015,1,6279,La loi du march&eacute;,4428814
2015,3,9081,The Danish Girl ,
2015,1,6719,Comoara,4515684
2015,3,9180,The Invitation,2400463
2015,2,6447,The Perfect Guy,3862750
2015,3,9248,O Desolado,4692234
2015,3,6549,Brooklyn,2381111
2015,1,6956,Turbo Kid,3672742
2015,3,6619,Mistres America,2872462
2015,3,6726,Invisible Sister,4420110
2015,3,6048,Frau Muller muss weg,4216934
2015,0,6557,Victor Frankenstein,1976009
2015,3,6593,The Hollow,4472596
2015,1,6633,Concussion,3322364
2015,3,6260,Dora oder Die sexuellen Neurosen unserer Eltern,4265878
2015,3,6667,After the Ball,3717016
2015,1,8006,Phoenix Incident,4341532
2015,3,6868,Je suis un soldat,4485178
2015,3,6530,AfterDeath,2710826
2015,3,6157,Insurgent,2908446
2015,3,8081,Love Live! The School Idol Movie,3837248
2015,3,7686,Fathers &amp; Daughters,2582502
2015,3,6190,"Liza, the fox fairy",2210769
2015,3,6601,Krampus,3850590
2015,3,7761,The Steps,3801372
2015,3,6267,Tomorrowland,1964418
2015,3,6674,A Sort of Homecoming,3303652
2015,1,6300,VANish,3058674
2015,1,6708,Youth,3312830
2015,0,6334,Titli,3019620
2015,1,7111,Fourth Man Out,3978720
2015,1,6367,Pixels,2120120
2015,3,6436,Me and Earl and the Dying Girl,2582496
2015,2,6913,Everest,2719848
2015,0,6537,Wo shi zheng ren,4979652
2015,0,7347,Evolution,4291590
2015,1,6683,Comment c’est loin,4576612
2015,1,7458,Long Way North,2262345
2015,2,6715,Bill,2978576
2015,3,6342,Justice League: Throne of Atlantis,3878542
2015,2,8738,Bajirao Mastani,3735246
2015,1,8770,Paul Blart: Mall Cop 2,3450650
2015,1,6479,Dope,3850214
2015,3,8606,Portrait of a Serial Monogamist,2935662
2015,3,7024,The Bronze,3859304
2015,0,6282,Predator Dark Ages,4171544
2015,3,6786,Les ogres,4466872
2015,3,7577,Birigyaru,4195368
2015,3,6818,Tiger House,2911674
2015,1,6486,Black Mass,1355683
2015,0,9251,A German Youth,3431798
2015,3,7259,The Sin Seer,3605262
